id,Coordx,Coordy,riesgo
648,-103.3548203,20.67634201,Sin riesgo
649,-103.3583298,20.56100464,Alto riesgo
650,-103.3370743,20.72545815,Alto riesgo
651,-103.327919,20.66426468,Alto riesgo
652,-103.3620148,20.6868248,Sin riesgo
653,-103.3370743,20.72545815,Sin riesgo
655,-103.2322083,20.5990448,Poco riesgo
656,-103.4245605,20.68377113,Poco riesgo
657,-103.3139877,20.69924164,Sin riesgo
660,-103.3340312,20.5472405,Alto riesgo
661,-103.3339767,20.54715729,Alto riesgo
662,-103.3216071,20.61800476,Alto riesgo
664,-103.4292984,20.63197136,Riesgo moderado
665,-103.3324203,20.60724258,Sin riesgo
666,-103.3980179,20.72801781,Sin riesgo
667,-103.3865433,20.6795311,Riesgo moderado
668,-103.3715897,20.6722641,Sin riesgo
669,-103.3519669,20.64229584,Alto riesgo
670,-103.3568573,20.67407036,Sin riesgo
671,-103.247139,20.60351181,Alto riesgo
672,-103.3474503,20.7035923,Poco riesgo
673,-103.3785706,20.73864365,Sin riesgo
675,-103.3487778,20.62825203,Poco riesgo
677,-103.40599,20.646229,Alto riesgo
678,-103.3009567,20.67512894,Sin riesgo
679,-103.322464,20.62915802,Sin riesgo
681,-103.316843,20.721158,Sin riesgo
682,-103.3740311,20.71342659,Sin riesgo
684,-103.4467697,20.64882469,Sin riesgo
685,-103.3585739,20.67481995,Sin riesgo
687,-103.3401718,20.68589592,Sin riesgo
688,-103.3021927,20.69021416,Sin riesgo
689,-103.3552475,20.7201767,Poco riesgo
690,-103.3863227,20.7313969,Alto riesgo
692,-103.2698898,20.65761566,Sin riesgo
694,-103.3670654,20.66766548,Sin riesgo
697,-103.353546,20.701446,Sin riesgo
699,-103.4232938,20.5847599,Sin riesgo
703,-103.234833,20.668778,Sin riesgo
704,-103.4095001,20.71277428,Sin riesgo
709,-103.3722916,20.69735336,Sin riesgo
710,-103.3335419,20.72414017,Alto riesgo
712,-103.438212,20.682606,Poco riesgo
713,-103.2779694,20.63866425,Sin riesgo
714,-103.3543091,20.67808342,Sin riesgo
715,-103.3575668,20.62834358,Sin riesgo
716,-103.2557394,20.65812,Riesgo moderado
717,-103.3541486,20.6837892,Sin riesgo
718,-103.410759,20.59407043,Sin riesgo
719,-103.3461914,20.68358612,Sin riesgo
720,-103.4133148,20.73085785,Sin riesgo
721,-103.3491246,20.506045,Riesgo moderado
722,-103.2944336,20.66194725,Sin riesgo
723,-103.3826752,20.67217064,Sin riesgo
724,-103.45163,20.731115,Sin riesgo
725,-103.3417664,20.65077209,Sin riesgo
726,-103.3285904,20.66259384,Alto riesgo
727,-103.3480453,20.62679291,Poco riesgo
728,-103.437761,20.763021,Sin riesgo
729,-103.2838135,20.65144157,Sin riesgo
730,-103.2627106,20.59447861,Riesgo moderado
731,-103.3593979,20.72772026,Riesgo moderado
732,-103.3548584,20.70487022,Poco riesgo
736,-103.3289116,20.6641349,Alto riesgo
737,-103.4741172,20.5352683,Sin riesgo
739,-103.3037262,20.66198349,Sin riesgo
742,-103.4210205,20.62902832,Poco riesgo
743,-103.384819,20.67680931,Sin riesgo
746,-103.3562958,20.5503927,Sin riesgo
748,-103.3735809,20.68437195,Sin riesgo
749,-103.4281616,20.75026321,Riesgo moderado
750,-103.3910751,20.73494148,Alto riesgo
751,-103.4939117,20.80164719,Sin riesgo
752,-103.3444061,20.68296242,Sin riesgo
753,-103.4549234,20.4827758,Alto riesgo
754,-103.4346161,20.65842247,Poco riesgo
755,-103.376137,20.712837,Poco riesgo
756,-103.3669128,20.65041733,Sin riesgo
757,-103.2415237,20.67940521,Riesgo moderado
758,-103.3219785,20.6288918,Alto riesgo
760,-103.3750687,20.71235085,Sin riesgo
761,-103.3799896,20.67059135,Sin riesgo
762,-103.362528,20.733758,Poco riesgo
763,-103.3443832,20.67071533,Sin riesgo
764,-103.4177856,20.59807205,Sin riesgo
765,-103.25182,20.628398,Riesgo moderado
766,-103.360689,20.661882,Alto riesgo
767,-103.319639,20.688425,Riesgo moderado
769,-103.3237991,20.59508705,Poco riesgo
770,-103.439004,20.762783,Sin riesgo
771,-103.397934,20.747765,Sin riesgo
772,-103.429283,20.641559,Sin riesgo
773,-103.3299942,20.67407227,Sin riesgo
774,-103.369278,20.652707,Sin riesgo
775,-103.4202984,20.6822878,Sin riesgo
776,-103.3589554,20.63202477,Sin riesgo
777,-103.4175599,20.7267137,Sin riesgo
778,-103.349515,20.623451,Riesgo moderado
779,-103.3538361,20.68704987,Sin riesgo
780,-103.3801956,20.65716743,Sin riesgo
781,-103.365059,20.684886,Sin riesgo
782,-103.3620857,20.6841506,Sin riesgo
783,-103.4318695,20.59719467,Sin riesgo
784,-103.3550186,20.69934464,Sin riesgo
