id,Coordx,Coordy,riesgo
664,-103.4292984,20.63197136,Riesgo moderado
665,-103.3324203,20.60724258,Poco riesgo
666,-103.3980179,20.72801781,Sin riesgo
667,-103.3865433,20.6795311,Poco riesgo
668,-103.3715897,20.6722641,Poco riesgo
669,-103.3519669,20.64229584,Poco riesgo
670,-103.3568573,20.67407036,Poco riesgo
671,-103.247139,20.60351181,Alto riesgo
672,-103.3474503,20.7035923,Poco riesgo
673,-103.3785706,20.73864365,Poco riesgo
675,-103.3487778,20.62825203,Poco riesgo
677,-103.40599,20.646229,Poco riesgo
678,-103.3009567,20.67512894,Poco riesgo
679,-103.322464,20.62915802,Riesgo moderado
681,-103.316843,20.721158,Poco riesgo
682,-103.3740311,20.71342659,Poco riesgo
683,-103.3270084,20.6528127,Poco riesgo
684,-103.4467697,20.64882469,Sin riesgo
685,-103.3585739,20.67481995,Poco riesgo
686,-103.4360974,20.7564634,Riesgo moderado
687,-103.3401718,20.68589592,Poco riesgo
688,-103.3021927,20.69021416,Sin riesgo
689,-103.3552475,20.7201767,Poco riesgo
690,-103.3863227,20.7313969,Poco riesgo
692,-103.2698898,20.65761566,Riesgo moderado
693,-103.384019,20.672169,Poco riesgo
694,-103.3670654,20.66766548,Poco riesgo
695,-103.3468228,20.6835631,Poco riesgo
696,-103.3273602,20.693894,Poco riesgo
697,-103.353546,20.701446,Poco riesgo
699,-103.4232938,20.5847599,Riesgo moderado
701,-103.3550334,20.6203071,Poco riesgo
702,-103.280127,20.503079,Alto riesgo
703,-103.234833,20.668778,Poco riesgo
704,-103.4095001,20.71277428,Riesgo moderado
705,-103.336035,20.686163,Poco riesgo
706,-103.3620656,20.6840903,Poco riesgo
707,-103.4298224,20.7301802,Poco riesgo
709,-103.3722916,20.69735336,Poco riesgo
710,-103.3335419,20.72414017,Alto riesgo
711,-103.368958,20.666927,Poco riesgo
712,-103.438212,20.682606,Riesgo moderado
713,-103.2779694,20.63866425,Riesgo moderado
714,-103.3543091,20.67808342,Poco riesgo
715,-103.3575668,20.62834358,Poco riesgo
716,-103.2557394,20.65812,Poco riesgo
717,-103.3541486,20.6837892,Poco riesgo
718,-103.410759,20.59407043,Riesgo moderado
719,-103.3461914,20.68358612,Sin riesgo
720,-103.4133148,20.73085785,Poco riesgo
721,-103.3491246,20.506045,Poco riesgo
722,-103.2944336,20.66194725,Poco riesgo
723,-103.3826752,20.67217064,Poco riesgo
724,-103.45163,20.731115,Riesgo moderado
725,-103.3417664,20.65077209,Poco riesgo
726,-103.3285904,20.66259384,Poco riesgo
727,-103.3480453,20.62679291,Poco riesgo
728,-103.437761,20.763021,Poco riesgo
729,-103.2838135,20.65144157,Poco riesgo
730,-103.2627106,20.59447861,Poco riesgo
731,-103.3593979,20.72772026,Poco riesgo
732,-103.3548584,20.70487022,Poco riesgo
733,-103.3704902,20.6753866,Sin riesgo
734,-103.4189562,20.6384812,Poco riesgo
735,-103.3687668,20.67370987,Poco riesgo
736,-103.3289116,20.6641349,Poco riesgo
737,-103.4741172,20.5352683,Riesgo moderado
738,-103.3089557,20.6660878,Poco riesgo
739,-103.3037262,20.66198349,Poco riesgo
740,-103.3443048,20.6707571,Poco riesgo
741,-103.357023,20.657073,Riesgo moderado
742,-103.4210205,20.62902832,Poco riesgo
743,-103.384819,20.67680931,Poco riesgo
744,-103.363707,20.662214,Poco riesgo
745,-103.2994545,20.6881273,Poco riesgo
746,-103.3562958,20.5503927,Poco riesgo
747,-103.3731552,20.6843488,Poco riesgo
748,-103.3735809,20.68437195,Poco riesgo
749,-103.4281616,20.75026321,Riesgo moderado
750,-103.3910751,20.73494148,Riesgo moderado
751,-103.4939117,20.80164719,Riesgo moderado
752,-103.3444061,20.68296242,Poco riesgo
753,-103.4549234,20.4827758,Alto riesgo
754,-103.4346161,20.65842247,Riesgo moderado
755,-103.376137,20.712837,Poco riesgo
756,-103.3669128,20.65041733,Poco riesgo
757,-103.2415237,20.67940521,Riesgo moderado
758,-103.3219785,20.6288918,Riesgo moderado
760,-103.3750687,20.71235085,Sin riesgo
761,-103.3799896,20.67059135,Sin riesgo
762,-103.362528,20.733758,Poco riesgo
763,-103.3443832,20.67071533,Poco riesgo
764,-103.4177856,20.59807205,Poco riesgo
765,-103.25182,20.628398,Sin riesgo
766,-103.360689,20.661882,Poco riesgo
767,-103.319639,20.688425,Riesgo moderado
769,-103.3237991,20.59508705,Riesgo moderado
770,-103.439004,20.762783,Poco riesgo
771,-103.397934,20.747765,Riesgo moderado
772,-103.429283,20.641559,Poco riesgo
773,-103.3299942,20.67407227,Poco riesgo
774,-103.369278,"20.652707,",Poco riesgo
775,-103.4202984,20.6822878,Riesgo moderado
776,-103.3589554,20.63202477,Poco riesgo
777,-103.4175599,20.7267137,Poco riesgo
778,-103.349515,20.623451,Poco riesgo
779,-103.3538361,20.68704987,Poco riesgo
780,-103.3801956,20.65716743,Poco riesgo
781,-103.365059,20.684886,Poco riesgo
782,-103.3620857,20.6841506,Poco riesgo
783,-103.4318695,20.59719467,Poco riesgo
784,-103.3550186,20.69934464,Poco riesgo
785,-103.38188,20.656358,Poco riesgo
786,-103.4457957,20.6300425,Poco riesgo
787,-103.3765793,20.71332169,Poco riesgo
788,-103.3384399,20.6530571,Poco riesgo
789,-103.3053513,20.6535511,Riesgo moderado
790,-103.3872528,20.72436142,Poco riesgo
791,-103.452183,20.604109,Poco riesgo
792,-103.3322449,20.58480263,Poco riesgo
793,-103.277681,20.685544,Poco riesgo
794,-103.470424,20.801036,Riesgo moderado
795,-103.4189529,20.72478676,Riesgo moderado
796,-103.3713837,20.62340927,Poco riesgo
797,-103.3563763,20.6207048,Poco riesgo
798,-103.3920581,20.7429331,Poco riesgo
799,�-103.419236,20.740602,Poco riesgo
800,-103.4360886,20.63075829,Riesgo moderado
801,-103.437706,20.76301575,Poco riesgo
802,-103.361959,20.689775,Poco riesgo
803,-103.3538208,20.71927261,Poco riesgo
804,-103.3929534,20.6664412,Poco riesgo
805,-103.412771,20.635894,Poco riesgo
806,-103.3799744,20.64668846,Poco riesgo
807,-103.368544,20.7274846,Riesgo moderado
808,-103.4447128,20.777462,Poco riesgo
809,-103.336176,20.629972,Riesgo moderado
810,-103.3890228,20.72891808,Poco riesgo
812,-103.4238521,20.7299895,Riesgo moderado
813,-103.3423233,20.6744957,Poco riesgo
814,-103.2830231,20.6649786,Poco riesgo
815,-103.437706,20.76301575,Poco riesgo
816,-103.3337708,20.66372108,Sin riesgo
818,-103.1832984,20.5171561,Alto riesgo
819,-103.4560577,20.6224267,Poco riesgo
820,-103.364799,20.6747459,Poco riesgo
821,-103.3115768,20.68178368,Sin riesgo
822,-103.3638992,20.62043953,Poco riesgo
823,-103.2508087,20.65890884,Riesgo moderado
825,-103.3291025,20.5508275,Poco riesgo
826,-103.354962,20.6689467,Poco riesgo
827,-103.320103,20.710082,Poco riesgo
828,-103.3611221,20.66103935,Poco riesgo
829,-103.3526147,20.6481579,Poco riesgo
830,-103.3667678,20.7344391,Poco riesgo
831,-103.391304,20.73988724,Poco riesgo
832,-103.389527,20.641103,Poco riesgo
833,-103.3750687,20.71235085,Sin riesgo
834,-103.4304301,20.5792635,Riesgo moderado
835,-103.4530182,20.65556908,Riesgo moderado
836,-103.3726507,20.6536989,Poco riesgo
837,-103.3695187,20.6793445,Poco riesgo
839,-103.3412511,20.512868,Riesgo moderado
841,-103.3239455,20.5951104,Poco riesgo
842,-103.4474623,20.7694031,Poco riesgo
844,-103.2957628,20.6724963,Riesgo moderado
845,-103.4498344,20.6458464,Riesgo moderado
846,-103.4069201,20.7315336,Riesgo moderado
847,-103.389209,20.7450365,Riesgo moderado
848,-103.306282,20.6743955,Poco riesgo
849,-103.3877258,20.7401476,Poco riesgo
850,-103.3400434,20.7267151,Riesgo moderado
853,-103.3805731,20.6613115,Poco riesgo
855,-103.4129507,20.7310621,Poco riesgo
858,-103.3458478,20.7218052,Riesgo moderado
860,-103.3306516,20.7232113,Poco riesgo
861,-103.3699192,20.6471083,Poco riesgo
862,-103.3462912,20.7141232,Poco riesgo
863,-103.3078989,20.663098,Poco riesgo
865,-103.316478,20.7044265,Riesgo moderado
866,-103.444512,20.6320633,Riesgo moderado
869,-103.4447979,20.5653321,Poco riesgo
870,-103.4437284,20.4714469,Poco riesgo
871,-103.4361618,20.6680014,Riesgo moderado
873,-103.3214499,20.5897852,Alto riesgo
875,-103.3351827,20.6653528,Poco riesgo
876,-103.3280445,20.6532922,Poco riesgo
877,-103.3392026,20.6810411,Sin riesgo
878,-103.3201242,20.605478,Alto riesgo
879,-103.3804748,20.6571977,Poco riesgo
880,-103.3673071,20.6501173,Poco riesgo
882,-103.3597831,20.6370365,Poco riesgo
883,-103.4484461,20.7184425,Poco riesgo
884,-103.3518842,20.6789762,Poco riesgo
885,-103.4572542,20.7130972,Poco riesgo
886,-103.34686,20.5292795,Riesgo moderado
888,-103.281023,20.6437053,Poco riesgo
889,-103.3360717,20.6998241,Riesgo moderado
891,-103.2879956,20.6626427,Poco riesgo
893,-103.2495731,20.5968093,Poco riesgo
894,-103.28321,20.703321,Alto riesgo
895,-103.34918,20.64356,Riesgo moderado
896,-103.32448,20.7115976,Riesgo moderado
897,-103.3795206,20.7284506,Riesgo moderado
899,-103.3866828,20.6755167,Poco riesgo
902,-103.3453082,20.579543,Riesgo moderado
903,-103.4396612,20.6830828,Riesgo moderado
906,-103.4058586,20.6526904,Poco riesgo
907,"-103.260027,",20.4651438,Alto riesgo
909,-103.2876589,20.6792967,Riesgo moderado
910,-103.3460628,20.6219574,Poco riesgo
911,-103.2739392,20.6752213,Riesgo moderado
912,-103.3237091,20.650379,Poco riesgo
913,-103.4770752,20.778884,Riesgo moderado
914,-103.3391437,20.7264794,Riesgo moderado
915,-103.3703239,20.6260545,Poco riesgo
916,-103.3847806,20.6712574,Poco riesgo
917,-103.4432704,20.6486182,Riesgo moderado
919,-103.2549942,20.6582874,Riesgo moderado
920,-103.2421228,20.5182662,Alto riesgo
921,-103.32438,20.6708554,Sin riesgo
922,-103.4321522,20.613171,Riesgo moderado
923,-103.4806078,20.717157,Alto riesgo
924,-103.3646399,20.7337812,Poco riesgo
925,-103.430888,20.608322,Poco riesgo
926,-103.3191629,20.7209346,Poco riesgo
927,-103.2343342,20.6688833,Alto riesgo
928,-103.3065757,20.6258844,Poco riesgo
929,-103.4529431,20.6558201,Riesgo moderado
