id,Coordy,Coordx,riesgo
662,20.61800476,-103.3216071,Riesgo moderado
663,20.6702652,-103.2270819,Riesgo moderado
664,20.63197136,-103.4292984,Riesgo moderado
665,20.60724258,-103.3324203,Poco riesgo
666,20.72801781,-103.3980179,Poco riesgo
667,20.6795311,-103.3865433,Poco riesgo
668,20.6722641,-103.3715897,Poco riesgo
669,20.64229584,-103.3519669,Poco riesgo
670,20.67407036,-103.3568573,Poco riesgo
671,20.60351181,-103.247139,Alto riesgo
672,20.7035923,-103.3474503,Poco riesgo
673,20.73864365,-103.3785706,Poco riesgo
675,20.62825203,-103.3487778,Poco riesgo
677,20.646229,-103.40599,Poco riesgo
678,20.67512894,-103.3009567,Poco riesgo
679,20.62915802,-103.322464,Riesgo moderado
681,20.721158,-103.316843,Poco riesgo
682,20.71342659,-103.3740311,Poco riesgo
683,20.6528127,-103.3270084,Poco riesgo
684,20.64882469,-103.4467697,Riesgo moderado
685,20.67481995,-103.3585739,Poco riesgo
686,20.7564634,-103.4360974,Riesgo moderado
687,20.68589592,-103.3401718,Poco riesgo
688,20.69021416,-103.3021927,Poco riesgo
689,20.7201767,-103.3552475,Poco riesgo
690,20.7313969,-103.3863227,Poco riesgo
692,20.65761566,-103.2698898,Riesgo moderado
693,20.672169,-103.384019,Poco riesgo
694,20.66766548,-103.3670654,Poco riesgo
695,20.6835631,-103.3468228,Poco riesgo
696,20.693894,-103.3273602,Poco riesgo
697,20.701446,-103.353546,Poco riesgo
699,20.5847599,-103.4232938,Alto riesgo
701,20.6203071,-103.3550334,Riesgo moderado
702,20.503079,-103.280127,Alto riesgo
703,20.668778,-103.234833,Riesgo moderado
704,20.71277428,-103.4095001,Riesgo moderado
705,20.686163,-103.336035,Poco riesgo
706,20.6840903,-103.3620656,Poco riesgo
707,20.7301802,-103.4298224,Riesgo moderado
709,20.69735336,-103.3722916,Poco riesgo
710,20.72414017,-103.3335419,Riesgo moderado
711,20.666927,-103.368958,Poco riesgo
712,20.682606,-103.438212,Riesgo moderado
713,20.63866425,-103.2779694,Riesgo moderado
714,20.67808342,-103.3543091,Poco riesgo
715,20.62834358,-103.3575668,Poco riesgo
716,20.65812,-103.2557394,Poco riesgo
717,20.6837892,-103.3541486,Poco riesgo
718,20.59407043,-103.410759,Riesgo moderado
719,20.68358612,-103.3461914,Poco riesgo
720,20.73085785,-103.4133148,Poco riesgo
721,20.506045,-103.3491246,Poco riesgo
722,20.66194725,-103.2944336,Poco riesgo
723,20.67217064,-103.3826752,Poco riesgo
724,20.731115,-103.45163,Riesgo moderado
725,20.65077209,-103.3417664,Poco riesgo
726,20.66259384,-103.3285904,Poco riesgo
727,20.62679291,-103.3480453,Riesgo moderado
728,20.763021,-103.437761,Poco riesgo
729,20.65144157,-103.2838135,Poco riesgo
730,20.59447861,-103.2627106,Poco riesgo
731,20.72772026,-103.3593979,Poco riesgo
732,20.70487022,-103.3548584,Poco riesgo
733,20.6753866,-103.3704902,Poco riesgo
734,20.6384812,-103.4189562,Poco riesgo
735,20.67370987,-103.3687668,Poco riesgo
736,20.6641349,-103.3289116,Poco riesgo
737,20.5352683,-103.4741172,Riesgo moderado
738,20.6660878,-103.3089557,Riesgo moderado
739,20.66198349,-103.3037262,Poco riesgo
740,20.6707571,-103.3443048,Poco riesgo
741,20.657073,-103.357023,Riesgo moderado
742,20.62902832,-103.4210205,Poco riesgo
743,20.67680931,-103.384819,Poco riesgo
744,20.662214,-103.363707,Poco riesgo
745,20.6881273,-103.2994545,Poco riesgo
746,20.5503927,-103.3562958,Poco riesgo
747,20.6843488,-103.3731552,Poco riesgo
748,20.68437195,-103.3735809,Poco riesgo
749,20.75026321,-103.4281616,Riesgo moderado
750,20.73494148,-103.3910751,Poco riesgo
751,20.80164719,-103.4939117,Riesgo moderado
752,20.68296242,-103.3444061,Poco riesgo
753,20.4827758,-103.4549234,Alto riesgo
754,20.65842247,-103.4346161,Riesgo moderado
755,20.712837,-103.376137,Poco riesgo
756,20.65041733,-103.3669128,Poco riesgo
757,20.67940521,-103.2415237,Riesgo moderado
758,20.6288918,-103.3219785,Riesgo moderado
760,20.71235085,-103.3750687,Poco riesgo
761,20.67059135,-103.3799896,Poco riesgo
762,20.733758,-103.362528,Poco riesgo
763,20.67071533,-103.3443832,Poco riesgo
764,20.59807205,-103.4177856,Poco riesgo
765,20.628398,-103.25182,Poco riesgo
766,20.661882,-103.360689,Poco riesgo
767,20.688425,-103.319639,Riesgo moderado
769,20.59508705,-103.3237991,Riesgo moderado
770,20.762783,-103.439004,Poco riesgo
771,20.747765,-103.397934,Riesgo moderado
772,20.641559,-103.429283,Poco riesgo
773,20.67407227,-103.3299942,Poco riesgo
774,"20.652707,",-103.369278,Poco riesgo
775,20.6822878,-103.4202984,Riesgo moderado
776,20.63202477,-103.3589554,Poco riesgo
777,20.7267137,-103.4175599,Riesgo moderado
778,20.623451,-103.349515,Poco riesgo
779,20.68704987,-103.3538361,Poco riesgo
780,20.65716743,-103.3801956,Poco riesgo
781,20.684886,-103.365059,Poco riesgo
782,20.6841506,-103.3620857,Poco riesgo
783,20.59719467,-103.4318695,Poco riesgo
784,20.69934464,-103.3550186,Poco riesgo
785,20.656358,-103.38188,Poco riesgo
786,20.6300425,-103.4457957,Poco riesgo
787,20.71332169,-103.3765793,Poco riesgo
788,20.6530571,-103.3384399,Poco riesgo
789,20.6535511,-103.3053513,Riesgo moderado
790,20.72436142,-103.3872528,Poco riesgo
791,20.604109,-103.452183,Poco riesgo
792,20.58480263,-103.3322449,Poco riesgo
793,20.685544,-103.277681,Poco riesgo
794,20.801036,-103.470424,Riesgo moderado
795,20.72478676,-103.4189529,Riesgo moderado
796,20.62340927,-103.3713837,Poco riesgo
797,20.6207048,-103.3563763,Riesgo moderado
798,20.7429331,-103.3920581,Poco riesgo
799,20.740602,�-103.419236,Poco riesgo
800,20.63075829,-103.4360886,Riesgo moderado
801,20.76301575,-103.437706,Poco riesgo
802,20.689775,-103.361959,Poco riesgo
803,20.71927261,-103.3538208,Poco riesgo
804,20.6664412,-103.3929534,Poco riesgo
805,20.635894,-103.412771,Poco riesgo
806,20.64668846,-103.3799744,Poco riesgo
807,20.7274846,-103.368544,Riesgo moderado
808,20.777462,-103.4447128,Riesgo moderado
809,20.629972,-103.336176,Riesgo moderado
810,20.72891808,-103.3890228,Poco riesgo
812,20.7299895,-103.4238521,Riesgo moderado
813,20.6744957,-103.3423233,Poco riesgo
814,20.6649786,-103.2830231,Poco riesgo
815,20.76301575,-103.437706,Poco riesgo
816,20.66372108,-103.3337708,Poco riesgo
818,20.5171561,-103.1832984,Alto riesgo
819,20.6224267,-103.4560577,Poco riesgo
820,20.6747459,-103.364799,Poco riesgo
821,20.68178368,-103.3115768,Poco riesgo
822,20.62043953,-103.3638992,Poco riesgo
823,20.65890884,-103.2508087,Riesgo moderado
825,20.5508275,-103.3291025,Poco riesgo
826,20.6689467,-103.354962,Poco riesgo
827,20.710082,-103.320103,Poco riesgo
828,20.66103935,-103.3611221,Poco riesgo
829,20.6481579,-103.3526147,Poco riesgo
830,20.7344391,-103.3667678,Poco riesgo
831,20.73988724,-103.391304,Poco riesgo
832,20.641103,-103.389527,Poco riesgo
833,20.71235085,-103.3750687,Poco riesgo
834,20.5792635,-103.4304301,Riesgo moderado
835,20.65556908,-103.4530182,Riesgo moderado
836,20.6536989,-103.3726507,Riesgo moderado
837,20.6793445,-103.3695187,Poco riesgo
839,20.512868,-103.3412511,Riesgo moderado
841,20.5951104,-103.3239455,Riesgo moderado
842,20.7694031,-103.4474623,Poco riesgo
844,20.6724963,-103.2957628,Riesgo moderado
845,20.6458464,-103.4498344,Riesgo moderado
846,20.7315336,-103.4069201,Riesgo moderado
847,20.7450365,-103.389209,Riesgo moderado
848,20.6743955,-103.306282,Poco riesgo
849,20.7401476,-103.3877258,Poco riesgo
850,20.7267151,-103.3400434,Riesgo moderado
853,20.6613115,-103.3805731,Poco riesgo
855,20.7310621,-103.4129507,Poco riesgo
858,20.7218052,-103.3458478,Riesgo moderado
860,20.7232113,-103.3306516,Riesgo moderado
861,20.6471083,-103.3699192,Poco riesgo
862,20.7141232,-103.3462912,Poco riesgo
863,20.663098,-103.3078989,Poco riesgo
865,20.7044265,-103.316478,Poco riesgo
866,20.6320633,-103.444512,Riesgo moderado
869,20.5653321,-103.4447979,Poco riesgo
870,20.4714469,-103.4437284,Poco riesgo
871,20.6680014,-103.4361618,Riesgo moderado
873,20.5897852,-103.3214499,Riesgo moderado
875,20.6653528,-103.3351827,Poco riesgo
876,20.6532922,-103.3280445,Poco riesgo
877,20.6810411,-103.3392026,Sin riesgo
878,20.605478,-103.3201242,Alto riesgo
879,20.6571977,-103.3804748,Poco riesgo
880,20.6501173,-103.3673071,Poco riesgo
882,20.6370365,-103.3597831,Poco riesgo
883,20.7184425,-103.4484461,Poco riesgo
884,20.6789762,-103.3518842,Sin riesgo
885,20.7130972,-103.4572542,Riesgo moderado
886,20.5292795,-103.34686,Riesgo moderado
888,20.6437053,-103.281023,Poco riesgo
889,20.6998241,-103.3360717,Riesgo moderado
891,20.6626427,-103.2879956,Poco riesgo
893,20.5968093,-103.2495731,Poco riesgo
894,20.703321,-103.28321,Riesgo moderado
895,20.64356,-103.34918,Poco riesgo
896,20.7115976,-103.32448,Riesgo moderado
897,20.7284506,-103.3795206,Poco riesgo
899,20.6755167,-103.3866828,Poco riesgo
902,20.579543,-103.3453082,Riesgo moderado
903,20.6830828,-103.4396612,Riesgo moderado
906,20.6526904,-103.4058586,Sin riesgo
907,20.4651438,"-103.260027,",Alto riesgo
909,20.6792967,-103.2876589,Riesgo moderado
910,20.6219574,-103.3460628,Poco riesgo
911,20.6752213,-103.2739392,Riesgo moderado
912,20.650379,-103.3237091,Poco riesgo
913,20.778884,-103.4770752,Riesgo moderado
914,20.7264794,-103.3391437,Riesgo moderado
915,20.6260545,-103.3703239,Poco riesgo
916,20.6712574,-103.3847806,Poco riesgo
917,20.6486182,-103.4432704,Riesgo moderado
919,20.6582874,-103.2549942,Poco riesgo
920,20.5182662,-103.2421228,Alto riesgo
921,20.6708554,-103.32438,Sin riesgo
922,20.613171,-103.4321522,Riesgo moderado
923,20.717157,-103.4806078,Alto riesgo
924,20.7337812,-103.3646399,Poco riesgo
925,20.608322,-103.430888,Riesgo moderado
926,20.7209346,-103.3191629,Riesgo moderado
927,20.6688833,-103.2343342,Riesgo moderado
928,20.6258844,-103.3065757,Riesgo moderado
929,20.6558201,-103.4529431,Poco riesgo
