Bicycle_routes,linear_color_weighting,Previous_accidents,Day,Sex,Age_rangue,Hourly_range,Lanes,Speed_limit,Bikeway,Public_transport,Traffic_light,Street_type,vehicle_type,Traffic_variable,Bicycle_routes_cat,predominant_color,diffuse_logic_traffic,label
0,0.25,0,Wednesday,M,20-29,06:00 a 07:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,B,0
0,0.277247356,5,Thursday,M,70+,0:00 a 01:59,4,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,1
0,0.409957173,0,Friday,M,20-29,16:00 a 17:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
0,0.406018137,1,Wednesday,M,40-49,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,orange,MB,0
0,0.343238619,0,Wednesday,M,60-69,14:00 a 15:59,2,50km/h,No,Yes,No,Avenue,Multiple_collision,Trafico moderado,No,green,MB,0
0,0.44406831,1,Thursday,M,20-29,10:00 a 11:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,orange,MB,0
173,0.527470407,0,Thursday,M,20-29,18:00 a 19:59,3,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,Yes,red,MA,0
0,0.389196273,0,Thursday,M,0-19,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
315,0.321264368,1,Thursday,M,20-29,18:00 a 19:59,3,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,Yes,green,B,0
8,0.339920438,0,Friday,F,20-29,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,MB,0
0,0.471417471,0,Monday,M,0-19,14:00 a 15:59,2,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,MA,0
0,0.306265837,1,Tuesday,M,60-69,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
648,0.25,2,Tuesday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,B,1
0,0.448712256,0,Friday,M,60-69,08:00 a 09:59,2,80km/h,No,No,No,Highway,Private_car,Poco trafico,No,orange,MB,0
0,0.343784378,0,Thursday,M,20-29,08:00 a 09:59,2,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,MB,0
0,0.344096713,0,Saturday,M,20-29,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Truck,Trafico moderado,No,green,MB,0
0,0.343448851,0,Sunday,M,40-49,14:00 a 15:59,2,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,green,B,1
0,0.284207317,0,Sunday,M,0-19,08:00 a 09:59,1,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,green,B,0
0,0.271220372,0,Friday,M,20-29,06:00 a 07:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.373283082,0,Tuesday,F,0-19,18:00 a 19:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
48,0.275521572,1,Wednesday,M,50-59,20:00 a 21:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,0
0,0.333333333,1,Thursday,M,30-39,08:00 a 09:59,5,60km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,green,MB,0
0,0.432165281,0,Monday,M,60-69,14:00 a 15:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
172,0.334101382,1,Monday,M,40-49,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Train,Poco trafico,Yes,green,MB,1
681,0.525194742,1,Friday,M,30-39,16:00 a 17:59,4,30km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,orange,MA,0
0,0.491695393,1,Tuesday,M,30-39,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MA,0
0,0.329499186,0,Saturday,M,50-59,10:00 a 11:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,MB,0
0,0.25,0,Saturday,M,20-29,08:00 a 09:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,1
0,0.310363736,3,Sunday,M,20-29,14:00 a 15:59,3,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.4376678,0,Thursday,M,0-19,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,1
286,0.354029723,0,Wednesday,F,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
0,0.25,1,Friday,M,20-29,20:00 a 21:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.25,1,Saturday,M,20-29,0:00 a 01:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.365014694,1,Thursday,M,40-49,16:00 a 17:59,3,40km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
0,0.513942308,0,Friday,F,50-59,08:00 a 09:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,orange,MA,0
0,0.308230347,3,Monday,M,20-29,20:00 a 21:59,6,60km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.343089694,1,Wednesday,M,50-59,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,1
0,0.292561253,0,Friday,M,20-29,08:00 a 09:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.464527275,3,Tuesday,M,60-69,20:00 a 21:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
1039,0.422991929,2,Sunday,F,20-29,10:00 a 11:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,Yes,green,MB,0
398,0.346559206,0,Thursday,F,20-29,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,Yes,green,MB,1
0,0.25,2,Friday,M,20-29,0:00 a 01:59,3,80km/h,No,Yes,No,Highway,Private_car,Poco trafico,No,green,B,1
0,0.342036405,0,Friday,F,20-29,08:00 a 09:59,3,50km/h,No,Yes,Yes,Street,Private_car,Poco trafico,No,green,B,0
97,0.309461703,0,Saturday,M,20-29,20:00 a 21:59,3,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,0
0,0.350835149,0,Saturday,M,60-69,10:00 a 11:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
0,0,0,Thursday,M,0-19,16:00 a 17:59,4,50km/h,No,No,No,Peripheral,Multiple_collision,Poco trafico,No,green,B,0
0,0.437160652,1,Tuesday,M,40-49,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
4,0,1,Saturday,M,20-29,06:00 a 07:59,1,50km/h,No,Yes,No,Street,Truck,Trafico moderado,Yes,green,B,0
1177,0.412412993,1,Wednesday,M,20-29,12:00 a 13:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
0,0.333939945,1,Tuesday,M,50-59,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
0,0.383388158,1,Thursday,M,60-69,18:00 a 19:59,1,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
1629,0.414538822,2,Wednesday,M,60-69,12:00 a 13:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,MB,0
0,0.400834529,1,Tuesday,M,20-29,10:00 a 11:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
46,0.257587111,0,Wednesday,M,0-19,18:00 a 19:59,4,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
0,0.439274106,4,Thursday,M,0-19,14:00 a 15:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MA,0
0,0.25,1,Saturday,M,50-59,06:00 a 07:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,1
0,0.297952269,2,Tuesday,M,30-39,16:00 a 17:59,4,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,green,B,1
0,0.287020616,0,Tuesday,M,20-29,10:00 a 11:59,3,60km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,B,0
0,0.323232323,2,Monday,M,20-29,22:00 a 23:59,3,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.31964487,0,Wednesday,M,30-39,22:00 a 23:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.502827763,1,Tuesday,M,20-29,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,orange,MA,0
0,0.281022782,0,Monday,M,20-29,22:00 a 23:59,1,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
2,0.407219456,0,Tuesday,M,50-59,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MA,0
0,0.282018505,0,Wednesday,M,30-39,16:00 a 17:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.302924584,1,Friday,M,30-39,08:00 a 09:59,2,50km/h,No,Yes,Yes,Street,Private_car,Trafico moderado,No,green,B,0
0,0.296682818,0,Tuesday,M,50-59,08:00 a 09:59,2,80km/h,No,Yes,No,Highway,Passenger_vehicle,Poco trafico,No,green,B,1
0,0.513328937,1,Wednesday,M,50-59,18:00 a 19:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,orange,MA,0
0,0.425882288,0,Thursday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Mucho trafico,No,green,MB,0
0,0.25,1,Sunday,M,50-59,12:00 a 13:59,6,60km/h,No,Yes,No,Peripheral,Private_car,Trafico moderado,No,green,B,0
0,0.416621365,0,Wednesday,M,0-19,10:00 a 11:59,4,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,MA,0
0,0.434611202,0,Thursday,M,0-19,10:00 a 11:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,orange,MB,0
7,0.37494221,0,Thursday,M,20-29,12:00 a 13:59,4,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
0,0.268147346,0,Wednesday,M,0-19,16:00 a 17:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.266293774,2,Saturday,M,50-59,06:00 a 07:59,2,60km/h,Yes,Yes,No,Peripheral,Private_car,Poco trafico,No,green,B,0
4,0.347802977,0,Saturday,M,60-69,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Private_car,Poco trafico,Yes,green,MB,0
0,0.276001112,0,Sunday,M,60-69,14:00 a 15:59,1,50km/h,No,No,No,Street,Private_car,Trafico moderado,No,green,B,0
0,0.312770563,0,Friday,M,30-39,16:00 a 17:59,1,50km/h,No,No,No,Street,Truck,Poco trafico,No,green,MB,0
0,0.333130081,2,Saturday,M,30-39,10:00 a 11:59,5,50km/h,No,Yes,No,Avenue,Multiple_collision,Poco trafico,No,green,MB,0
0,0.545778157,0,Saturday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,No,orange,MA,0
0,0.25,0,Wednesday,M,20-29,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,B,0
0,0,0,Saturday,M,40-49,16:00 a 17:59,4,80km/h,No,Yes,No,Peripheral,Private_car,Trafico moderado,No,green,B,1
0,0.335268617,0,Sunday,M,20-29,14:00 a 15:59,4,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.371045477,0,Tuesday,M,20-29,10:00 a 11:59,3,60km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
0,0.455220572,1,Saturday,M,50-59,08:00 a 09:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
79,0.375508674,0,Thursday,M,0-19,12:00 a 13:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
0,0.274283357,0,Tuesday,F,0-19,14:00 a 15:59,5,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.389708214,0,Friday,F,20-29,16:00 a 17:59,2,50km/h,No,Yes,No,Street,Private_car,Poco trafico,No,green,MB,0
631,0.363172646,3,Sunday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,Yes,Street,Private_car,Trafico moderado,Yes,green,MB,0
0,0.370803887,0,Thursday,M,0-19,14:00 a 15:59,5,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Trafico moderado,No,green,MB,0
0,0.25,0,Wednesday,M,20-29,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.25,2,Sunday,M,20-29,22:00 a 23:59,6,60km/h,No,Yes,No,Peripheral,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.348678862,0,Sunday,M,0-19,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
0,0.292986425,3,Monday,M,60-69,12:00 a 13:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,B,1
0,0.575396825,0,Sunday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,red,MB,0
0,0.347503815,0,Wednesday,M,60-69,14:00 a 15:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
515,0.580645161,3,Monday,M,50-59,16:00 a 17:59,2,50km/h,Yes,Yes,No,Avenue,Truck,Poco trafico,Yes,orange,MA,0
0,0.272709216,0,Tuesday,M,30-39,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,1
0,0.297310279,0,Tuesday,M,20-29,08:00 a 09:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,B,0
0,0,0,Wednesday,M,0-19,22:00 a 23:59,1,50km/h,No,No,No,Street,Truck,Mucho trafico,No,green,B,0
0,0.25,1,Friday,M,60-69,12:00 a 13:59,3,50km/h,No,Yes,No,Avenue,Train,Poco trafico,No,green,B,0
76,0.26701278,1,Saturday,M,50-59,0:00 a 01:59,4,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,Yes,green,B,0
0,0.269125683,0,Tuesday,M,30-39,08:00 a 09:59,4,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
2596,0.491467995,5,Thursday,M,50-59,14:00 a 15:59,3,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MA,0
0,0.328263989,0,Wednesday,F,30-39,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,0
0,0.596696697,2,Saturday,M,20-29,08:00 a 09:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,red,MA,0
0,0.530433612,2,Tuesday,M,60-69,16:00 a 17:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Mucho trafico,No,orange,MA,0
51,0.350934579,0,Wednesday,F,40-49,14:00 a 15:59,2,50km/h,No,Yes,No,Avenue,Multiple_collision,Poco trafico,Yes,green,MB,0
3,0.25,1,Saturday,M,50-59,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
0,0.331726704,4,Saturday,M,0-19,20:00 a 21:59,4,60km/h,No,Yes,No,Highway,Private_car,Trafico moderado,No,green,B,0
0,0.356772009,2,Monday,M,50-59,20:00 a 21:59,3,50km/h,No,Yes,No,Avenue,Multiple_collision,Poco trafico,No,green,MB,0
0,0.278255264,0,Wednesday,M,20-29,10:00 a 11:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.330661323,1,Wednesday,M,30-39,18:00 a 19:59,2,50km/h,Yes,Yes,No,Avenue,Private_car,Poco trafico,No,green,MB,0
406,0.339501693,0,Wednesday,M,30-39,10:00 a 11:59,3,50km/h,Yes,Yes,No,Avenue,Truck,Poco trafico,Yes,green,B,0
0,0.25,0,Thursday,M,30-39,0:00 a 01:59,3,80km/h,No,Yes,No,Peripheral,Private_car,Poco trafico,No,green,B,0
0,0,1,Thursday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
0,0.31827853,2,Thursday,F,50-59,10:00 a 11:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
0,0.288217213,1,Wednesday,M,30-39,22:00 a 23:59,4,80km/h,No,Yes,No,Peripheral,Private_car,Poco trafico,No,green,B,1
0,0.316424647,1,Monday,M,20-29,18:00 a 19:59,3,50km/h,No,Yes,No,Avenue,Truck,Trafico moderado,No,green,MB,1
235,0.299037865,3,Wednesday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,Yes,green,B,0
0,0.376765299,0,Sunday,F,30-39,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
459,0.25,0,Monday,M,20-29,20:00 a 21:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,Yes,green,B,0
247,0.25,1,Monday,M,50-59,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,Yes,green,B,0
0,0.307502596,0,Thursday,M,20-29,10:00 a 11:59,2,50km/h,No,Yes,No,Avenue,Multiple_collision,Trafico moderado,No,green,B,0
0,0.443382801,0,Saturday,F,50-59,12:00 a 13:59,2,50km/h,Yes,Yes,Yes,Avenue,Truck,Poco trafico,No,orange,MB,0
0,0,0,Tuesday,M,50-59,06:00 a 07:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,B,0
2418,0.442616775,4,Tuesday,M,20-29,14:00 a 15:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
0,0.310416667,0,Thursday,M,0-19,16:00 a 17:59,2,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,green,B,0
0,0.260006111,1,Friday,M,0-19,0:00 a 01:59,5,40km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.25,1,Thursday,F,30-39,22:00 a 23:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,1
0,0.413706674,1,Thursday,M,60-69,16:00 a 17:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,MB,0
0,0,0,Thursday,F,30-39,22:00 a 23:59,2,50km/h,No,Yes,No,Street,Truck,Poco trafico,No,green,B,1
606,0.25,0,Monday,F,20-29,14:00 a 15:59,3,50km/h,Yes,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,B,0
626,0.300607051,3,Tuesday,M,60-69,16:00 a 17:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,Yes,green,B,0
0,0.875647668,0,Thursday,M,0-19,08:00 a 09:59,4,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,No,red_wine,A,0
1629,0.429855185,2,Monday,M,60-69,20:00 a 21:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,Yes,green,MB,0
0,0,1,Friday,F,20-29,18:00 a 19:59,2,50km/h,No,No,No,Avenue,Truck,Trafico moderado,No,green,B,0
0,0.384271357,4,Sunday,M,30-39,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
0,0.297539771,1,Wednesday,M,60-69,10:00 a 11:59,2,50km/h,No,Yes,No,Street,Truck,Poco trafico,No,green,B,0
0,0.286647828,0,Monday,M,60-69,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,1
0,0.377916225,0,Friday,M,30-39,16:00 a 17:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,MB,0
0,0.272354015,0,Thursday,M,50-59,06:00 a 07:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,B,0
294,0.424917492,0,Sunday,M,40-49,18:00 a 19:59,1,30km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,Yes,green,MB,0
670,0.277390091,0,Sunday,M,30-39,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,Yes,green,B,0
8,0.366197183,0,Friday,M,20-29,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,Yes,green,MB,0
0,0.252849003,0,Tuesday,F,20-29,08:00 a 09:59,1,60km/h,No,Yes,No,Highway,Private_car,Poco trafico,No,green,B,0
55,0.25,0,Thursday,M,30-39,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,B,1
1597,0.352116548,2,Friday,M,50-59,16:00 a 17:59,2,50km/h,No,Yes,Yes,Street,Multiple_collision,Poco trafico,Yes,green,MB,1
0,0.309975962,1,Sunday,M,20-29,14:00 a 15:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.403610108,3,Thursday,M,20-29,20:00 a 21:59,6,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,orange,MB,0
0,0.334783414,0,Wednesday,M,60-69,18:00 a 19:59,1,50km/h,No,No,No,Street,Multiple_collision,Trafico moderado,No,green,MB,0
0,0.333455702,0,Thursday,M,40-49,22:00 a 23:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,MB,1
0,0.358904465,0,Thursday,M,30-39,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,1
5,0.272317597,0,Saturday,M,50-59,0:00 a 01:59,2,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,1
0,0.25,1,Saturday,M,20-29,22:00 a 23:59,2,50km/h,No,Yes,No,Street,Multiple_collision,Poco trafico,No,green,B,0
779,0.305094648,3,Saturday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Street,Truck,Poco trafico,Yes,green,B,0
415,0.485007496,1,Friday,F,20-29,18:00 a 19:59,1,50km/h,No,Yes,Yes,Street,Private_car,Trafico moderado,Yes,orange,MA,0
0,0.3078203,3,Saturday,M,0-19,10:00 a 11:59,1,50km/h,No,Yes,No,Street,Multiple_collision,Trafico moderado,No,green,B,0
21,0.421189591,0,Tuesday,M,0-19,16:00 a 17:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,orange,MB,0
0,0.382175387,1,Wednesday,M,30-39,20:00 a 21:59,2,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,MB,0
0,0.386057499,2,Wednesday,M,0-19,18:00 a 19:59,2,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
0,0.259834776,0,Friday,M,30-39,10:00 a 11:59,6,60km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,B,0
0,0.346544926,0,Friday,M,30-39,16:00 a 17:59,6,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,B,0
0,0.316593886,0,Saturday,M,0-19,12:00 a 13:59,2,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,No,green,B,0
0,0.25,0,Monday,F,20-29,10:00 a 11:59,3,50km/h,Yes,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,B,0
0,0.345862069,0,Monday,M,20-29,08:00 a 09:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
0,0.25,0,Wednesday,M,20-29,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Multiple_collision,Poco trafico,No,green,B,0
0,0.451010043,0,Sunday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
0,0.355902778,0,Friday,M,0-19,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
76,0.260789814,1,Wednesday,M,50-59,08:00 a 09:59,4,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,0
0,0.403702667,1,Wednesday,M,20-29,14:00 a 15:59,3,50km/h,No,Yes,No,Avenue,Multiple_collision,Trafico moderado,No,orange,MB,0
0,0.25,1,Tuesday,M,0-19,10:00 a 11:59,3,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
1029,0.355351378,2,Saturday,M,30-39,16:00 a 17:59,3,50km/h,Yes,Yes,Yes,Avenue,Multiple_collision,Poco trafico,Yes,green,MB,0
0,0.39740566,0,Tuesday,M,20-29,10:00 a 11:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,MB,0
2,0.25,0,Wednesday,M,0-19,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
0,0.325942066,0,Monday,M,0-19,16:00 a 17:59,6,60km/h,No,Yes,Yes,Peripheral,Passenger_vehicle,Poco trafico,No,green,B,0
305,0.329658347,2,Saturday,F,20-29,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,0
8,0.374289324,0,Monday,M,40-49,22:00 a 23:59,6,60km/h,No,Yes,No,Peripheral,Private_car,Poco trafico,Yes,green,MB,1
2,0.25,0,Friday,M,40-49,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,B,1
0,0.333333333,0,Saturday,M,20-29,08:00 a 09:59,4,40km/h,No,Yes,Yes,Highway,Multiple_collision,Poco trafico,No,green,MB,0
0,0.5,0,Thursday,M,20-29,18:00 a 19:59,1,50km/h,No,No,No,Street,Passenger_vehicle,Trafico moderado,No,orange,MB,0
214,0.280468574,6,Tuesday,M,70+,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,Yes,green,B,1
214,0.442128341,6,Tuesday,M,60-69,10:00 a 11:59,3,60km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,MB,0
2323,0.30847014,6,Monday,M,30-39,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Trafico moderado,Yes,green,B,0
0,0,0,Monday,M,60-69,22:00 a 23:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,B,1
0,0.250487567,2,Tuesday,M,40-49,08:00 a 09:59,4,80km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,0
