id,Coordx,Coordy,cantidad
842,-103.4474623,20.7694031,0
844,-103.2957628,20.6724963,0
845,-103.4498344,20.6458464,0
846,-103.4069201,20.7315336,0
847,-103.389209,20.7450365,0
848,-103.306282,20.6743955,0
849,-103.3877258,20.7401476,9
850,-103.3400434,20.7267151,0
851,-103.3953826,20.6313842,0
852,-103.3557223,20.6749045,2733
853,-103.3805731,20.6613115,2
854,-103.3587339,20.6703101,985
855,-103.4129507,20.7310621,0
856,-103.2760889,20.6169585,0
857,-103.3460929,20.7213487,0
858,-103.3458478,20.7218052,0
859,-103.3512943,20.696589,308
860,-103.3306516,20.7232113,0
861,-103.3699192,20.6471083,0
862,-103.3462912,20.7141232,0
863,-103.3078989,20.663098,0
864,-103.3081301,20.6904449,0
865,-103.316478,20.7044265,0
866,-103.444512,20.6320633,0
867,-103.3556475,20.6771815,2007
868,-103.3546181,20.6763592,2335
869,-103.4447979,20.5653321,0
870,-103.4437284,20.4714469,0
871,-103.4361618,20.6680014,0
872,-103.3871852,20.6733343,147
873,-103.3214499,20.5897852,0
875,-103.3351827,20.6653528,417
876,-103.3280445,20.6532922,363
877,-103.3392026,20.6810411,357
878,-103.3201242,20.605478,0
879,-103.3804748,20.6571977,0
880,-103.3673071,20.6501173,0
881,-103.2909627,20.6918756,0
882,-103.3597831,20.6370365,0
883,-103.4484461,20.7184425,0
884,-103.3518842,20.6789762,724
885,-103.4572542,20.7130972,0
886,-103.34686,20.5292795,0
887,-103.3825705,20.651737,0
888,-103.281023,20.6437053,0
889,-103.3360717,20.6998241,0
890,-103.3345647,20.6886229,287
891,-103.2879956,20.6626427,0
892,-103.3457806,20.716372,0
893,-103.2495731,20.5968093,0
894,-103.28321,20.703321,0
896,-103.32448,20.7115976,0
897,-103.3795206,20.7284506,21
898,-103.3793212,20.737134,343
899,-103.3866828,20.6755167,244
900,-103.3312067,20.6437265,0
901,-103.34686,20.5292795,0
902,-103.3453082,20.579543,0
903,-103.4396612,20.6830828,0
904,-103.3803378,20.6561331,0
905,-103.3322855,20.5593115,0
906,-103.4058586,20.6526904,41
907,"-103.260027,",20.4651438,0
908,-103.3649971,20.6820362,494
909,-103.2876589,20.6792967,0
910,-103.3460628,20.6219574,0
911,-103.2739392,20.6752213,0
912,-103.3237091,20.650379,265
913,-103.4770752,20.778884,0
914,-103.3391437,20.7264794,0
915,-103.3703239,20.6260545,0
916,-103.3847806,20.6712574,667
917,-103.4432704,20.6486182,0
918,"-103.354551,",20.5830002,0
919,-103.2549942,20.6582874,0
920,-103.2421228,20.5182662,0
921,-103.32438,20.6708554,6
922,-103.4321522,20.613171,0
923,-103.4806078,20.717157,0
924,-103.3646399,20.7337812,0
925,-103.430888,20.608322,0
926,-103.3191629,20.7209346,0
927,-103.2343342,20.6688833,0
928,-103.3065757,20.6258844,0
929,-103.4529431,20.6558201,0
