id,Bicycle_routes,linear_color_weighting,Previous_accidents,Day,Sex,Age_rangue,Hourly_range,Lanes,Speed_limit,Bikeway,Public_transport,Traffic_light,Street_type,vehicle_type,Traffic_variable,Bicycle_routes_cat,predominant_color,diffuse_logic_traffic,label
316,0,0.367480384,1,Sunday,M,70+,22:00 a 23:59,4,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,1
317,0,0.413769316,0,Sunday,M,20-29,18:00 a 19:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,MB,0
320,343,0.33634982,1,Friday,M,,12:00 a 13:59,1,50km/h,No,Yes,Yes,Street,Private_car,Trafico moderado,Yes,green,MB,0
321,190,0.385259434,1,Saturday,,,10:00 a 11:59,2,50km/h,Yes,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
322,0,0.287900875,2,Monday,M,30-39,10:00 a 11:59,4,60km/h,Yes,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,0
323,0,0.321590587,0,Thursday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,No,green,MB,0
324,0,0.25,0,Saturday,M,,20:00 a 21:59,2,80km/h,No,Yes,No,Highway,Truck,Poco trafico,No,green,B,1
325,0,0,0,Sunday,M,0-19,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
326,0,0.3817549,1,Thursday,M,0-19,20:00 a 21:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,1
327,0,0.34445327,1,Friday,M,50-59,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
328,0,0.371263158,1,Friday,F,50-59,10:00 a 11:59,1,50km/h,No,No,No,Street,Private_car,Trafico moderado,No,green,B,0
329,0,0.343516389,0,Sunday,M,0-19,10:00 a 11:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
330,0,0.25,2,Tuesday,M,40-49,22:00 a 23:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
331,315,0.268551552,4,Wednesday,M,40-49,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,green,B,0
332,0,0.2959838,0,Thursday,F,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
333,332,0.25,1,Monday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,green,B,0
334,0,0.5,0,Tuesday,M,20-29,06:00 a 07:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,orange,MB,0
335,0,0.326479194,0,Monday,M,40-49,14:00 a 15:59,2,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,MB,0
336,0,0.338917805,0,Wednesday,M,20-29,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,,Poco trafico,No,green,B,0
337,0,0.25,0,Thursday,M,20-29,16:00 a 17:59,2,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,green,B,0
338,486,0.296482856,3,Thursday,F,30-39,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,Yes,green,B,0
339,0,0.25,0,Friday,M,50-59,20:00 a 21:59,2,80km/h,No,Yes,No,Highway,,Poco trafico,No,green,B,1
340,282,0.317708333,1,Friday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
342,0,0.297205971,0,Monday,M,30-39,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,0
343,0,0.451456311,0,Monday,M,20-29,08:00 a 09:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,orange,MB,0
344,179,0.262898603,4,Tuesday,M,60-69,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,Yes,green,B,0
345,0,0.364368557,1,Saturday,M,0-19,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,1
346,0,0.274866489,0,Saturday,M,60-69,20:00 a 21:59,3,80km/h,No,Yes,No,Highway,,Poco trafico,No,green,B,1
348,0,0.75,0,Monday,M,30-39,18:00 a 19:59,6,60km/h,No,Yes,No,Peripheral,Truck,Trafico moderado,No,red,A,0
349,779,0.318405051,3,Thursday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
351,0,0.351534443,0,Sunday,M,,18:00 a 19:59,4,60km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
352,244,0.393750748,1,Wednesday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
353,0,0.300410509,0,Thursday,F,50-59,16:00 a 17:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
354,0,0.447274265,1,Friday,M,20-29,18:00 a 19:59,4,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,MB,0
355,0,0.575892857,3,Sunday,M,20-29,16:00 a 17:59,6,60km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,red,MB,0
356,1,0.384205067,0,Tuesday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,orange,MB,0
357,1115,0.648146105,1,Tuesday,M,20-29,14:00 a 15:59,1,50km/h,No,Yes,No,Street,Multiple_collision,Trafico moderado,Yes,red,MA,0
358,0,0.429053491,0,Tuesday,M,20-29,10:00 a 11:59,6,50km/h,No,Yes,No,Avenue,Truck,Trafico moderado,No,green,MB,0
359,0,0.294793485,0,Wednesday,M,50-59,20:00 a 21:59,2,50km/h,No,No,No,Street,Private_car,Trafico moderado,No,green,B,1
360,0,0.25,0,Wednesday,M,20-29,06:00 a 07:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,B,0
361,0,0.277247356,5,Thursday,M,70+,0:00 a 01:59,4,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,1
363,0,0.409957173,0,Friday,M,20-29,16:00 a 17:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
364,0,0.25,3,Saturday,M,60-69,16:00 a 17:59,6,60km/h,No,Yes,No,Peripheral,,Trafico moderado,No,green,B,0
365,0,0.406018137,1,Wednesday,M,40-49,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,orange,MB,0
366,0,0.343238619,0,Wednesday,M,60-69,14:00 a 15:59,2,50km/h,No,Yes,No,Avenue,Multiple_collision,Trafico moderado,No,green,MB,0
367,0,0.44406831,1,Thursday,M,20-29,10:00 a 11:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,orange,MB,0
368,173,0.527470407,0,Thursday,M,20-29,18:00 a 19:59,3,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,Yes,red,MA,0
369,0,0.389196273,0,Thursday,M,0-19,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
370,315,0.321264368,1,Thursday,M,20-29,18:00 a 19:59,3,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,Yes,green,B,0
371,8,0.339920438,0,Friday,F,20-29,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,MB,0
372,0,0.471417471,0,Monday,M,0-19,14:00 a 15:59,2,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,MA,0
373,0,0.306265837,1,Tuesday,M,60-69,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
374,0,0.556239737,2,Wednesday,M,60-69,22:00 a 23:59,6,60km/h,No,Yes,No,Peripheral,,Trafico moderado,No,red,MB,0
375,648,0.25,2,Tuesday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,B,1
376,0,0.448712256,0,Friday,M,60-69,08:00 a 09:59,2,80km/h,No,No,No,Highway,Private_car,Poco trafico,No,orange,MB,0
377,0,0.343784378,0,Thursday,M,20-29,08:00 a 09:59,2,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,MB,0
378,0,0.344096713,0,Saturday,M,20-29,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Truck,Trafico moderado,No,green,MB,0
379,0,0.343448851,0,Sunday,M,40-49,14:00 a 15:59,2,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,green,B,1
380,0,0.284207317,0,Sunday,M,0-19,08:00 a 09:59,1,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,green,B,0
382,0,0.271220372,0,Friday,M,20-29,06:00 a 07:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
383,66,0.292421442,0,Saturday,M,,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,0
384,0,0.25,2,Saturday,M,30-39,16:00 a 17:59,6,60km/h,No,Yes,No,Peripheral,,Poco trafico,No,green,B,0
385,0,0.373283082,0,Tuesday,F,0-19,18:00 a 19:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
386,48,0.275521572,1,Wednesday,M,50-59,20:00 a 21:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,0
388,0,0.281410476,1,Thursday,,,20:00 a 21:59,2,50km/h,No,Yes,No,Avenue,Truck,Trafico moderado,No,green,B,0
389,0,0.457291826,1,Sunday,,,16:00 a 17:59,2,50km/h,No,Yes,No,Highway,Multiple_collision,Trafico moderado,No,orange,MB,1
390,0,0.333333333,1,Thursday,M,30-39,08:00 a 09:59,5,60km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,green,MB,0
391,0,0.368489985,1,Monday,M,,14:00 a 15:59,3,80km/h,No,Yes,Yes,Highway,Private_car,Poco trafico,No,green,MB,1
392,0,0.432165281,0,Monday,M,60-69,14:00 a 15:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
393,172,0.334101382,1,Monday,M,40-49,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Train,Poco trafico,Yes,green,MB,1
394,681,0.525194742,1,Friday,M,30-39,16:00 a 17:59,4,30km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,orange,MA,0
395,0,0.491695393,1,Tuesday,M,30-39,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MA,0
396,0,0.320003989,1,Saturday,M,50-59,16:00 a 17:59,1,50km/h,No,Yes,No,Street,,Mucho trafico,No,green,MB,0
397,0,0.329499186,0,Saturday,M,50-59,10:00 a 11:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,MB,0
400,0,0.5125,0,Friday,M,,16:00 a 17:59,1,60km/h,No,Yes,No,Highway,,Poco trafico,No,orange,MA,1
403,0,0.25,0,Saturday,M,20-29,08:00 a 09:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,1
404,0,0.310363736,3,Sunday,M,20-29,14:00 a 15:59,3,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
405,0,0.25,0,Tuesday,M,,08:00 a 09:59,2,80km/h,No,Yes,No,Highway,,Poco trafico,No,green,B,1
406,0,0.25,1,Tuesday,M,,08:00 a 09:59,1,60km/h,No,Yes,No,Highway,Private_car,Trafico moderado,No,green,B,1
407,0,0.273398128,1,Thursday,M,20-29,18:00 a 19:59,2,50km/h,No,No,No,Street,,Trafico moderado,No,green,B,0
408,0,0.377668446,0,Thursday,,,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Truck,Trafico moderado,No,green,MB,1
409,0,0.4376678,0,Thursday,M,0-19,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,1
410,286,0.354029723,0,Wednesday,F,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
411,0,0.25,1,Friday,M,20-29,20:00 a 21:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,0
412,0,0.25,1,Saturday,M,20-29,0:00 a 01:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,0
413,0,0.40299435,2,Thursday,,,10:00 a 11:59,6,60km/h,No,Yes,No,Peripheral,Multiple_collision,Poco trafico,No,green,MB,0
415,0,0.841636364,0,Wednesday,F,,08:00 a 09:59,6,60km/h,No,Yes,No,Peripheral,Private_car,Trafico moderado,No,red_wine,MB,0
416,0,0.365014694,1,Thursday,M,40-49,16:00 a 17:59,3,40km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
417,0,0.513942308,0,Friday,F,50-59,08:00 a 09:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,orange,MA,0
418,0,0.308230347,3,Monday,M,20-29,20:00 a 21:59,6,60km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
419,0,0.343089694,1,Wednesday,M,50-59,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,1
420,0,0.292561253,0,Friday,M,20-29,08:00 a 09:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,0
422,0,0.464527275,3,Tuesday,M,60-69,20:00 a 21:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
423,1479,0.419819079,1,Wednesday,M,,08:00 a 09:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
424,0,0.25071736,1,Thursday,M,,20:00 a 21:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
425,0,0.337383178,1,Saturday,M,,16:00 a 17:59,4,50km/h,No,Yes,Yes,Avenue,,Trafico moderado,No,green,B,0
426,1039,0.422991929,2,Sunday,F,20-29,10:00 a 11:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,Yes,green,MB,0
427,398,0.346559206,0,Thursday,F,20-29,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,Yes,green,MB,1
428,0,0.25,2,Friday,M,20-29,0:00 a 01:59,3,80km/h,No,Yes,No,Highway,Private_car,Poco trafico,No,green,B,1
429,0,0.506849315,0,Tuesday,M,,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,orange,MA,0
430,0,0.342036405,0,Friday,F,20-29,08:00 a 09:59,3,50km/h,No,Yes,Yes,Street,Private_car,Poco trafico,No,green,B,0
431,97,0.309461703,0,Saturday,M,20-29,20:00 a 21:59,3,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,0
432,0,0.350835149,0,Saturday,M,60-69,10:00 a 11:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
433,0,0.380831643,0,Tuesday,,,08:00 a 09:59,2,50km/h,No,Yes,Yes,Street,Multiple_collision,Trafico moderado,No,green,MB,0
434,0,0,0,Thursday,M,0-19,16:00 a 17:59,4,50km/h,No,No,No,Peripheral,Multiple_collision,Poco trafico,No,green,B,0
435,0,0.437160652,1,Tuesday,M,40-49,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
436,0,0.402856221,3,Monday,M,,20:00 a 21:59,1,50km/h,No,Yes,No,Avenue,Truck,Trafico moderado,No,orange,MB,0
438,4,0,1,Saturday,M,20-29,06:00 a 07:59,1,50km/h,No,Yes,No,Street,Truck,Trafico moderado,Yes,green,B,0
439,1177,0.412412993,1,Wednesday,M,20-29,12:00 a 13:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
440,5,0.33531746,1,Wednesday,M,,06:00 a 07:59,6,60km/h,Yes,Yes,Yes,Peripheral,Passenger_vehicle,Poco trafico,Yes,green,MB,0
441,0,0.333939945,1,Tuesday,M,50-59,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
442,0,0.383388158,1,Thursday,M,60-69,18:00 a 19:59,1,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
443,1629,0.414538822,2,Wednesday,M,60-69,12:00 a 13:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,MB,0
444,0,0.363998672,0,Friday,M,,16:00 a 17:59,3,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,green,MB,0
445,0,0.400834529,1,Tuesday,M,20-29,10:00 a 11:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
446,46,0.257587111,0,Wednesday,M,0-19,18:00 a 19:59,4,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
447,0,0.439274106,4,Thursday,M,0-19,14:00 a 15:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MA,0
448,0,0.25,1,Saturday,M,50-59,06:00 a 07:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,1
449,0,0.372934132,0,Sunday,M,50-59,20:00 a 21:59,2,50km/h,No,Yes,Yes,Avenue,,Poco trafico,No,green,MB,1
450,0,0.331884351,0,Monday,M,,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
451,0,0.297952269,2,Tuesday,M,30-39,16:00 a 17:59,4,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,green,B,1
452,0,0.25,0,Tuesday,M,30-39,14:00 a 15:59,1,60km/h,No,Yes,No,Highway,,Mucho trafico,No,green,B,1
453,2058,0.276184172,6,Tuesday,,,0:00 a 01:59,3,50km/h,Yes,Yes,Yes,Avenue,,Poco trafico,Yes,green,B,0
454,0,0.287020616,0,Tuesday,M,20-29,10:00 a 11:59,3,60km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,B,0
455,0,0.25,1,Tuesday,M,60-69,20:00 a 21:59,4,60km/h,No,Yes,No,Highway,,Trafico moderado,No,green,B,1
456,0,0.323232323,2,Monday,M,20-29,22:00 a 23:59,3,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
458,0,0.448979592,0,Wednesday,M,50-59,16:00 a 17:59,2,80km/h,No,Yes,No,Highway,,Trafico moderado,No,green,MB,1
459,0,0.31964487,0,Wednesday,M,30-39,22:00 a 23:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
460,0,0.502827763,1,Tuesday,M,20-29,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,orange,MA,0
461,0,0.281022782,0,Monday,M,20-29,22:00 a 23:59,1,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
462,2,0.407219456,0,Tuesday,M,50-59,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MA,0
463,0,0.282018505,0,Wednesday,M,30-39,16:00 a 17:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
464,0,0.302924584,1,Friday,M,30-39,08:00 a 09:59,2,50km/h,No,Yes,Yes,Street,Private_car,Trafico moderado,No,green,B,0
465,0,0.296682818,0,Tuesday,M,50-59,08:00 a 09:59,2,80km/h,No,Yes,No,Highway,Passenger_vehicle,Poco trafico,No,green,B,1
467,0,0.513328937,1,Wednesday,M,50-59,18:00 a 19:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,orange,MA,0
468,0,0.425882288,0,Thursday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Mucho trafico,No,green,MB,0
469,0,0.25,1,Sunday,M,50-59,12:00 a 13:59,6,60km/h,No,Yes,No,Peripheral,Private_car,Trafico moderado,No,green,B,0
470,0,,1,Monday,M,0-19,14:00 a 15:59,2,50km/h,No,Yes,Yes,Avenue,Truck,Trafico moderado,No,,,0
471,0,0.416621365,0,Wednesday,M,0-19,10:00 a 11:59,4,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,MA,0
472,0,0.434611202,0,Thursday,M,0-19,10:00 a 11:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,orange,MB,0
473,7,0.37494221,0,Thursday,M,20-29,12:00 a 13:59,4,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
474,0,0.268147346,0,Wednesday,M,0-19,16:00 a 17:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
475,0,0.266293774,2,Saturday,M,50-59,06:00 a 07:59,2,60km/h,Yes,Yes,No,Peripheral,Private_car,Poco trafico,No,green,B,0
476,4,0.347802977,0,Saturday,M,60-69,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Private_car,Poco trafico,Yes,green,MB,0
478,0,0.276001112,0,Sunday,M,60-69,14:00 a 15:59,1,50km/h,No,No,No,Street,Private_car,Trafico moderado,No,green,B,0
479,0,0.312770563,0,Friday,M,30-39,16:00 a 17:59,1,50km/h,No,No,No,Street,Truck,Poco trafico,No,green,MB,0
480,0,0.333130081,2,Saturday,M,30-39,10:00 a 11:59,5,50km/h,No,Yes,No,Avenue,Multiple_collision,Poco trafico,No,green,MB,0
481,471,0.30400982,3,Sunday,M,,14:00 a 15:59,1,50km/h,No,Yes,No,Street,,Poco trafico,Yes,green,B,0
482,0,0.545778157,0,Saturday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,No,orange,MA,0
483,0,0.25,5,Monday,M,,08:00 a 09:59,5,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
484,0,0.25,0,Wednesday,M,20-29,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,B,0
485,0,0,0,Saturday,M,40-49,16:00 a 17:59,4,80km/h,No,Yes,No,Peripheral,Private_car,Trafico moderado,No,green,B,1
486,0,0.335268617,0,Sunday,M,20-29,14:00 a 15:59,4,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
487,0,0.371045477,0,Tuesday,M,20-29,10:00 a 11:59,3,60km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
488,0,0.455220572,1,Saturday,M,50-59,08:00 a 09:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
490,0,0.343622449,0,Monday,,,16:00 a 17:59,6,60km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,1
491,0,0.495454545,0,Sunday,M,40-49,20:00 a 21:59,1,80km/h,No,Yes,Yes,Highway,,Trafico moderado,No,green,MB,1
492,0,0.75,0,Monday,M,30-39,08:00 a 09:59,2,50km/h,Yes,Yes,Yes,Highway,,Poco trafico,No,red,A,0
493,0,0.428081085,0,Thursday,M,40-49,08:00 a 09:59,1,50km/h,No,Yes,No,Street,,Trafico moderado,No,orange,MB,1
494,79,0.375508674,0,Thursday,M,0-19,12:00 a 13:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
495,0,0.25,0,Wednesday,M,,08:00 a 09:59,2,80km/h,No,Yes,No,Highway,Truck,Poco trafico,No,green,B,1
496,0,0.485259846,0,Friday,M,50-59,08:00 a 09:59,2,80km/h,No,Yes,No,Highway,,Trafico moderado,No,orange,MA,0
497,122,0.25,1,Friday,F,50-59,12:00 a 13:59,2,50km/h,No,Yes,Yes,Avenue,,Poco trafico,Yes,green,B,0
498,0,0.274283357,0,Tuesday,F,0-19,14:00 a 15:59,5,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
499,0,0.389708214,0,Friday,F,20-29,16:00 a 17:59,2,50km/h,No,Yes,No,Street,Private_car,Poco trafico,No,green,MB,0
500,0,0.368195489,0,Friday,,,08:00 a 09:59,2,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
501,631,0.363172646,3,Sunday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,Yes,Street,Private_car,Trafico moderado,Yes,green,MB,0
502,0,0.25,3,Monday,M,40-49,22:00 a 23:59,4,80km/h,No,Yes,No,Peripheral,,Poco trafico,No,green,B,1
503,0,0.323540856,0,Tuesday,F,,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Truck,Trafico moderado,No,green,B,0
504,0,0.332930906,4,Tuesday,M,,08:00 a 09:59,4,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
506,0,0.370803887,0,Thursday,M,0-19,14:00 a 15:59,5,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Trafico moderado,No,green,MB,0
507,0,0.25,0,Wednesday,M,20-29,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
508,0,0.333333333,1,Saturday,M,,08:00 a 09:59,5,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,green,MB,0
509,0,0.25,2,Sunday,M,20-29,22:00 a 23:59,6,60km/h,No,Yes,No,Peripheral,Passenger_vehicle,Poco trafico,No,green,B,0
510,0,0.348678862,0,Sunday,M,0-19,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
511,0,0.443484915,1,Thursday,,,08:00 a 09:59,2,50km/h,Yes,No,No,Avenue,Passenger_vehicle,Poco trafico,No,green,MA,0
513,0,0.365937073,1,Saturday,,,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
514,0,0.292986425,3,Monday,M,60-69,12:00 a 13:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,B,1
515,0,0.575396825,0,Sunday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,red,MB,0
516,0,0.347503815,0,Wednesday,M,60-69,14:00 a 15:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
517,0,0.742559524,0,Wednesday,,,20:00 a 21:59,6,60km/h,No,Yes,No,Peripheral,Private_car,Trafico moderado,No,red,A,0
518,515,0.580645161,3,Monday,M,50-59,16:00 a 17:59,2,50km/h,Yes,Yes,No,Avenue,Truck,Poco trafico,Yes,orange,MA,0
519,0,0.272709216,0,Tuesday,M,30-39,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,1
520,0,0.297310279,0,Tuesday,M,20-29,08:00 a 09:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,B,0
