id,Coordy,Coordx,riesgo
666,20.6795311,-103.3865433,Poco riesgo
667,20.6722641,-103.3715897,Sin riesgo
668,20.64229584,-103.3519669,Riesgo moderado
669,20.67407036,-103.3568573,Poco riesgo
670,20.60351181,-103.247139,Alto riesgo
671,20.7035923,-103.3474503,Poco riesgo
672,20.73864365,-103.3785706,Poco riesgo
673,20.62825203,-103.3487778,Riesgo moderado
675,20.646229,-103.40599,Riesgo moderado
677,20.67512894,-103.3009567,Sin riesgo
678,20.62915802,-103.322464,Riesgo moderado
679,20.721158,-103.316843,Poco riesgo
681,20.71342659,-103.3740311,Poco riesgo
682,20.6528127,-103.3270084,Poco riesgo
683,20.64882469,-103.4467697,Poco riesgo
684,20.67481995,-103.3585739,Sin riesgo
685,20.7564634,-103.4360974,Riesgo moderado
686,20.68589592,-103.3401718,Sin riesgo
687,20.69021416,-103.3021927,Sin riesgo
688,20.7201767,-103.3552475,Poco riesgo
689,20.7313969,-103.3863227,Poco riesgo
690,20.65761566,-103.2698898,Riesgo moderado
692,20.672169,-103.384019,Sin riesgo
693,20.66766548,-103.3670654,Sin riesgo
694,20.6835631,-103.3468228,Sin riesgo
695,20.693894,-103.3273602,Poco riesgo
696,20.701446,-103.353546,Sin riesgo
697,20.5847599,-103.4232938,Alto riesgo
699,20.6203071,-103.3550334,Poco riesgo
701,20.503079,-103.280127,Alto riesgo
702,20.668778,-103.234833,Riesgo moderado
703,20.71277428,-103.4095001,Poco riesgo
704,20.686163,-103.336035,Sin riesgo
705,20.6840903,-103.3620656,Riesgo moderado
706,20.7301802,-103.4298224,Poco riesgo
707,20.69735336,-103.3722916,Riesgo moderado
709,20.72414017,-103.3335419,Alto riesgo
710,20.666927,-103.368958,Sin riesgo
711,20.682606,-103.438212,Poco riesgo
712,20.63866425,-103.2779694,Poco riesgo
713,20.67808342,-103.3543091,Sin riesgo
714,20.62834358,-103.3575668,Poco riesgo
715,20.65812,-103.2557394,Sin riesgo
716,20.6837892,-103.3541486,Poco riesgo
717,20.59407043,-103.410759,Poco riesgo
718,20.68358612,-103.3461914,Sin riesgo
719,20.73085785,-103.4133148,Poco riesgo
720,20.506045,-103.3491246,Poco riesgo
721,20.66194725,-103.2944336,Poco riesgo
722,20.67217064,-103.3826752,Sin riesgo
723,20.731115,-103.45163,Riesgo moderado
724,20.65077209,-103.3417664,Poco riesgo
725,20.66259384,-103.3285904,Poco riesgo
726,20.62679291,-103.3480453,Sin riesgo
727,20.763021,-103.437761,Riesgo moderado
728,20.65144157,-103.2838135,Poco riesgo
729,20.59447861,-103.2627106,Poco riesgo
730,20.72772026,-103.3593979,Poco riesgo
731,20.70487022,-103.3548584,Sin riesgo
732,20.6753866,-103.3704902,Sin riesgo
733,20.6384812,-103.4189562,Poco riesgo
734,20.67370987,-103.3687668,Sin riesgo
735,20.6641349,-103.3289116,Riesgo moderado
736,20.5352683,-103.4741172,Poco riesgo
737,20.6660878,-103.3089557,Riesgo moderado
738,20.66198349,-103.3037262,Riesgo moderado
739,20.6707571,-103.3443048,Sin riesgo
740,20.657073,-103.357023,Riesgo moderado
741,20.62902832,-103.4210205,Poco riesgo
742,20.67680931,-103.384819,Poco riesgo
743,20.662214,-103.363707,Poco riesgo
744,20.6881273,-103.2994545,Sin riesgo
745,20.5503927,-103.3562958,Poco riesgo
746,20.6843488,-103.3731552,Poco riesgo
747,20.68437195,-103.3735809,Poco riesgo
748,20.75026321,-103.4281616,Riesgo moderado
749,20.73494148,-103.3910751,Riesgo moderado
750,20.80164719,-103.4939117,Poco riesgo
751,20.68296242,-103.3444061,Poco riesgo
752,20.4827758,-103.4549234,Alto riesgo
753,20.65842247,-103.4346161,Poco riesgo
754,20.712837,-103.376137,Sin riesgo
755,20.65041733,-103.3669128,Sin riesgo
756,20.67940521,-103.2415237,Poco riesgo
757,20.6288918,-103.3219785,Riesgo moderado
758,20.71235085,-103.3750687,Sin riesgo
760,20.67059135,-103.3799896,Sin riesgo
761,20.733758,-103.362528,Poco riesgo
762,20.67071533,-103.3443832,Sin riesgo
763,20.59807205,-103.4177856,Poco riesgo
764,20.628398,-103.25182,Poco riesgo
765,20.661882,-103.360689,Riesgo moderado
766,20.688425,-103.319639,Riesgo moderado
767,20.59508705,-103.3237991,Riesgo moderado
769,20.762783,-103.439004,Poco riesgo
770,20.747765,-103.397934,Poco riesgo
771,20.641559,-103.429283,Poco riesgo
772,20.67407227,-103.3299942,Sin riesgo
773,20.652707,-103.369278,Sin riesgo
774,20.6822878,-103.4202984,Riesgo moderado
775,20.63202477,-103.3589554,Poco riesgo
776,20.7267137,-103.4175599,Sin riesgo
777,20.623451,-103.349515,Poco riesgo
778,20.68704987,-103.3538361,Sin riesgo
779,20.65716743,-103.3801956,Sin riesgo
780,20.684886,-103.365059,Riesgo moderado
781,20.6841506,-103.3620857,Riesgo moderado
782,20.59719467,-103.4318695,Poco riesgo
783,20.69934464,-103.3550186,Poco riesgo
784,20.656358,-103.38188,Poco riesgo
785,20.6300425,-103.4457957,Poco riesgo
786,20.71332169,-103.3765793,Sin riesgo
787,20.6530571,-103.3384399,Riesgo moderado
788,20.6535511,-103.3053513,Riesgo moderado
789,20.72436142,-103.3872528,Poco riesgo
790,20.604109,-103.452183,Sin riesgo
791,20.58480263,-103.3322449,Sin riesgo
792,20.685544,-103.277681,Poco riesgo
793,20.801036,-103.470424,Poco riesgo
794,20.72478676,-103.4189529,Riesgo moderado
795,20.62340927,-103.3713837,Riesgo moderado
796,20.6207048,-103.3563763,Poco riesgo
797,20.7429331,-103.3920581,Poco riesgo
798,20.740602,-103.419236,Poco riesgo
799,20.63075829,-103.4360886,Poco riesgo
800,20.76301575,-103.437706,Riesgo moderado
801,20.689775,-103.361959,Poco riesgo
802,20.71927261,-103.3538208,Poco riesgo
803,20.6664412,-103.3929534,Sin riesgo
804,20.635894,-103.412771,Poco riesgo
805,20.64668846,-103.3799744,Riesgo moderado
806,20.7274846,-103.368544,Riesgo moderado
807,20.777462,-103.4447128,Poco riesgo
808,20.629972,-103.336176,Poco riesgo
809,20.72891808,-103.3890228,Poco riesgo
810,20.7299895,-103.4238521,Riesgo moderado
812,20.6744957,-103.3423233,Sin riesgo
813,20.6649786,-103.2830231,Poco riesgo
814,20.76301575,-103.437706,Riesgo moderado
815,20.66372108,-103.3337708,Poco riesgo
816,20.5171561,-103.1832984,Alto riesgo
818,20.6224267,-103.4560577,Poco riesgo
819,20.6747459,-103.364799,Sin riesgo
820,20.68178368,-103.3115768,Sin riesgo
821,20.62043953,-103.3638992,Sin riesgo
822,20.65890884,-103.2508087,Riesgo moderado
823,20.5508275,-103.3291025,Poco riesgo
825,20.6689467,-103.354962,Sin riesgo
826,20.710082,-103.320103,Poco riesgo
827,20.66103935,-103.3611221,Poco riesgo
828,20.6481579,-103.3526147,Riesgo moderado
829,20.7344391,-103.3667678,Riesgo moderado
830,20.73988724,-103.391304,Poco riesgo
831,20.641103,-103.389527,Poco riesgo
832,20.71235085,-103.3750687,Sin riesgo
833,20.5792635,-103.4304301,Poco riesgo
834,20.65556908,-103.4530182,Riesgo moderado
835,20.6536989,-103.3726507,Poco riesgo
836,20.6793445,-103.3695187,Sin riesgo
837,20.512868,-103.3412511,Poco riesgo
839,20.5951104,-103.3239455,Sin riesgo
841,20.7694031,-103.4474623,Poco riesgo
842,20.6724963,-103.2957628,Riesgo moderado
844,20.6458464,-103.4498344,Poco riesgo
845,20.7315336,-103.4069201,Riesgo moderado
846,20.7450365,-103.389209,Poco riesgo
847,20.6743955,-103.306282,Poco riesgo
848,20.7401476,-103.3877258,Sin riesgo
849,20.7267151,-103.3400434,Poco riesgo
850,20.6613115,-103.3805731,Poco riesgo
853,20.7310621,-103.4129507,Sin riesgo
855,20.7218052,-103.3458478,Sin riesgo
858,20.7232113,-103.3306516,Riesgo moderado
860,20.6471083,-103.3699192,Poco riesgo
861,20.7141232,-103.3462912,Poco riesgo
862,20.663098,-103.3078989,Riesgo moderado
863,20.7044265,-103.316478,Riesgo moderado
865,20.6320633,-103.444512,Riesgo moderado
866,20.5653321,-103.4447979,Poco riesgo
869,20.4714469,-103.4437284,Sin riesgo
870,20.6680014,-103.4361618,Poco riesgo
871,20.5897852,-103.3214499,Alto riesgo
873,20.6653528,-103.3351827,Sin riesgo
875,20.6532922,-103.3280445,Sin riesgo
876,20.6810411,-103.3392026,Sin riesgo
877,20.605478,-103.3201242,Alto riesgo
878,20.6571977,-103.3804748,Sin riesgo
879,20.6501173,-103.3673071,Sin riesgo
880,20.6370365,-103.3597831,Poco riesgo
882,20.7184425,-103.4484461,Poco riesgo
883,20.6789762,-103.3518842,Poco riesgo
884,20.7130972,-103.4572542,Poco riesgo
885,20.5292795,-103.34686,Riesgo moderado
886,20.6437053,-103.281023,Poco riesgo
888,20.6998241,-103.3360717,Riesgo moderado
889,20.6626427,-103.2879956,Poco riesgo
891,20.5968093,-103.2495731,Poco riesgo
893,20.703321,-103.28321,Alto riesgo
894,20.64356,-103.34918,Poco riesgo
895,20.7115976,-103.32448,Poco riesgo
896,20.7284506,-103.3795206,Sin riesgo
897,20.6755167,-103.3866828,Riesgo moderado
899,20.579543,-103.3453082,Alto riesgo
902,20.6830828,-103.4396612,Poco riesgo
903,20.6526904,-103.4058586,Poco riesgo
906,20.4651438,-103.260027,Alto riesgo
907,20.6792967,-103.2876589,Riesgo moderado
909,20.6219574,-103.3460628,Riesgo moderado
910,20.6752213,-103.2739392,Riesgo moderado
911,20.650379,-103.3237091,Riesgo moderado
912,20.778884,-103.4770752,Poco riesgo
913,20.7264794,-103.3391437,Alto riesgo
914,20.6260545,-103.3703239,Poco riesgo
915,20.6712574,-103.3847806,Poco riesgo
916,20.6486182,-103.4432704,Alto riesgo
917,20.6582874,-103.2549942,Poco riesgo
919,20.5182662,-103.2421228,Alto riesgo
920,20.6708554,-103.32438,Alto riesgo
921,20.613171,-103.4321522,Alto riesgo
922,20.717157,-103.4806078,Alto riesgo
923,20.7337812,-103.3646399,Riesgo moderado
924,20.608322,-103.430888,Poco riesgo
925,20.7209346,-103.3191629,Riesgo moderado
926,20.6688833,-103.2343342,Riesgo moderado
927,20.6258844,-103.3065757,Alto riesgo
928,20.6558201,-103.4529431,Alto riesgo
